time,error,ip,referrer
2022-11-16 11:30:52.941240, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:52.961169, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:30:52.981592, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:30:53.021440, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:53.061519, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:53.204142, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:53.241663, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:53.263704, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:53.281026, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:53.321106, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:53.364279, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:53.511497, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:53.536365, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:30:53.593487, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:53.611013, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:53.672492, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:30:53.691761, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:53.772808, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:53.891474, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:53.911220, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:53.951837, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:53.971945, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:53.993228, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:54.081514, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:54.183178, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:54.201827, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:54.241302, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:54.265113, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:54.281138, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:54.473178, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:54.531756, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:54.610727, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:54.760543, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:54.801082, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:54.864793, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:54.880964, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:54.901563, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:55.084062, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:55.131923, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:55.191307, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:55.211161, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:55.301900, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:55.342731, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:55.430885, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:55.452416, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:30:55.531210, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:55.615354, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:55.692059, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:55.711127, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:55.731646, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:30:55.939925, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:56.001099, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:56.043556, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:30:56.081435, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:56.148467, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:56.291732, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:56.312619, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:56.334175, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:56.371431, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:56.391670, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:56.431106, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:56.450748, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:56.570788, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:56.591249, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:30:56.611555, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:56.631512, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:30:56.670903, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:56.693517, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:56.711169, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:56.872292, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:56.951458, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:57.031509, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:57.162515, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:30:57.261626, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:57.302111, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:57.320971, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:57.341657, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:30:57.368757, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:30:57.492172, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:57.512840, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:57.531098, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:57.573150, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:57.614897, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:30:57.651580, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:57.762173, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:57.781136, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:30:57.821189, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:57.842643, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:57.922206, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:57.982988, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:58.121655, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:58.201153, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:58.240878, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:58.721360, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:58.741156, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:58.861081, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:58.881592, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:58.902272, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:30:59.050955, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:30:59.141225, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:59.203625, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:30:59.224137, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:59.371882, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:30:59.413358, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:59.452334, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:59.487463, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:30:59.511026, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:59.586692, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:59.601875, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:59.621388, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:30:59.661489, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:30:59.681266, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:30:59.721020, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:30:59.743565, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:30:59.761257, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:30:59.901849, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:59.921531, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:30:59.943609, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:31:00.001601, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:31:00.081501, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:31:00.122997, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:31:00.147795, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:31:00.251540, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:00.293197, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:31:00.331321, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:31:00.352519, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:31:00.371357, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:31:00.412016, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:00.432682, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:31:00.581998, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:31:00.692394, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:31:00.711002, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:00.808890, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:31:00.831740, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:31:00.872524, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:31:00.910703, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:31:00.932044, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:31:00.970865, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:00.992891, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:31:01.145034, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:31:01.161053, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:31:01.200824, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:31:01.282778, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:01.321208, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:31:01.363377, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:31:01.491366, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:01.511524, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:01.536717, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:31:01.631576, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:01.751882, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:31:01.812393, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:31:01.851335, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:01.912017, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:31:01.952089, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:31:01.972938, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:31:02.102435, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:31:02.121667, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:31:02.142685, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:31:02.164605, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:02.202811, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:31:02.222376, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_review.html
2022-11-16 11:31:02.242003, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:31:02.263002, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:31:02.451357, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_participant.html
2022-11-16 11:31:02.552610, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_question.html
2022-11-16 11:31:02.793290, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:02.814161, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:31:02.851995, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:31:02.891159, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:31:02.988295, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:03.023385, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:03.062487, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/success.html
2022-11-16 11:31:03.142177, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_author_to_round.html
2022-11-16 11:31:03.202021, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/imprint_page.html
2022-11-16 11:31:03.306677, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:03.341861, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/index.html
2022-11-16 11:31:03.383492, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:03.424418, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:31:03.442903, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
2022-11-16 11:31:03.482112, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/failure.html
2022-11-16 11:31:03.627027, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem.html
2022-11-16 11:31:03.642199, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_problem_to_round.html
2022-11-16 11:31:03.731060, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_submission.html
2022-11-16 11:31:03.752574, core:error, (13)Permission denied, AH00132: file permissions deny server access: /people/home/ikholkin/public_html/MathRounds/server/templates/add_round.html
